"customerID","gender","contract","payment_method","monthly_charges","total_charges","tenure_months","churn_label","churn_value"
"5141-ZUVBH","Female","Month-to-month","Bank transfer (automatic)","93","870.25","9","No","0"
"1089-HDMKP","Male","Month-to-month","Electronic check","54.55","601.25","11","No","0"
"7623-HKYRK","Male","Month-to-month","Mailed check","19.7","111.65","6","No","0"
"0310-SUCIN","Female","One year","Bank transfer (automatic)","84.8","6046.1","71","No","0"
"5197-PYEPU","Female","One year","Credit card (automatic)","94.45","3923.8","42","No","0"
"6619-RPLQZ","Female","Two year","Mailed check","20.85","892.15","45","No","0"
"3275-RHRNE","Male","One year","Credit card (automatic)","60","1682.05","28","No","0"
"3503-TYDAY","Female","Month-to-month","Electronic check","80.45","3398.9","43","No","0"
"6901-GOGZG","Male","Two year","Electronic check","84.95","4984.85","60","No","0"
"7021-XSNYE","Male","Two year","Credit card (automatic)","49.65","305.55","7","No","0"
"9621-OUPYD","Female","One year","Bank transfer (automatic)","20.2","507.9","25","No","0"
"8982-NHAVY","Male","One year","Bank transfer (automatic)","100.5","2673.45","27","No","0"
"4307-KWMXE","Male","Month-to-month","Electronic check","35.75","389.8","10","No","0"
"0141-YEAYS","Female","Month-to-month","Bank transfer (automatic)","86.45","2401.05","27","No","0"
"2450-ZKEED","Female","One year","Bank transfer (automatic)","53.8","651.55","11","No","0"
"3694-DELSO","Male","Month-to-month","Credit card (automatic)","38.55","156.1","4","No","0"
"3893-JRNFS","Male","Month-to-month","Bank transfer (automatic)","39.9","2796.35","68","No","0"
"9603-OAIHC","Male","Month-to-month","Electronic check","70.05","70.05","1","No","0"
"1133-KXCGE","Female","One year","Mailed check","20.1","407.05","18","No","0"
"0142-GVYSN","Male","Month-to-month","Electronic check","20.3","511.25","26","No","0"
"1049-FYSYG","Female","Month-to-month","Credit card (automatic)","35.65","646.05","17","No","0"
"8406-LNMHF","Male","One year","Credit card (automatic)","82.95","4903.15","59","No","0"
"1821-BUCWY","Male","Two year","Mailed check","55.65","1653.85","30","No","0"
"0023-UYUPN","Female","One year","Electronic check","25.2","1306.3","50","No","0"
"8314-DPQHL","Male","One year","Mailed check","50.8","463.6","9","No","0"
"1465-WCZVT","Female","Month-to-month","Mailed check","19.65","60.65","3","No","0"
"9481-SFCQY","Female","Month-to-month","Credit card (automatic)","59.8","824.85","14","No","0"
"6360-SVNWV","Female","Month-to-month","Credit card (automatic)","73.55","2094.65","31","No","0"
"0567-GGCAC","Female","Month-to-month","Electronic check","61.4","438.9","7","No","0"
"8884-MRNSU","Male","One year","Bank transfer (automatic)","19.9","329.75","17","No","0"
"2171-UDMFD","Male","Month-to-month","Credit card (automatic)","19.45","674.55","32","No","0"
"9050-IKDZA","Female","Month-to-month","Mailed check","81.5","162.55","2","No","0"
"9802-CAQUT","Female","Two year","Credit card (automatic)","109.55","7887.25","72","No","0"
"0187-WZNAB","Female","Month-to-month","Mailed check","74.4","1972.35","27","No","0"
"1475-VWVDO","Male","Month-to-month","Electronic check","74.9","490.55","7","No","0"
"1357-MVDOZ","Male","Month-to-month","Bank transfer (automatic)","59.65","683.25","11","No","0"
"7602-MVRMB","Female","Two year","Bank transfer (automatic)","110.45","8058.85","72","No","0"
"1197-BVMVG","Female","Month-to-month","Electronic check","74.45","294.45","4","No","0"
"5406-KGRMX","Female","Two year","Electronic check","24.55","1719.15","71","No","0"
"5968-HYJRZ","Male","Two year","Mailed check","24.55","1160.45","47","No","0"
"5198-EFNBM","Male","One year","Electronic check","90.65","5199.8","57","No","0"
"7516-GMHUV","Male","Two year","Credit card (automatic)","105.05","5163.3","50","No","0"
"7140-ADSMJ","Male","Month-to-month","Credit card (automatic)","20.45","162.3","8","No","0"
"2230-XTUWL","Female","Two year","Mailed check","19.55","883.35","48","No","0"
"7706-YLMQA","Female","One year","Bank transfer (automatic)","19.7","1341.5","70","No","0"
"2585-KTFRE","Male","Month-to-month","Bank transfer (automatic)","70.45","70.45","1","No","0"
"7994-UYIVZ","Male","Month-to-month","Bank transfer (automatic)","85.65","659.45","8","No","0"
"7717-BICXI","Male","Two year","Mailed check","20.55","1205.05","60","No","0"
"6559-RAKOZ","Male","One year","Electronic check","97.95","4917.9","49","No","0"
"4716-MRVEN","Female","One year","Mailed check","20","599.3","29","No","0"
"2143-LJULT","Female","Two year","Credit card (automatic)","25.25","1733.15","67","No","0"
"3200-MNQTF","Male","Two year","Credit card (automatic)","70.9","4677.1","67","No","0"
"6164-HXUGH","Female","Month-to-month","Mailed check","19.85","119.3","6","No","0"
"5630-IXDXV","Female","Month-to-month","Electronic check","106.35","4849.1","47","No","0"
"0320-DWVTU","Female","Two year","Mailed check","99.5","5424.25","53","No","0"
"9135-MGVPY","Male","Two year","Mailed check","84.7","5878.9","69","No","0"
"1212-GLHMD","Male","Month-to-month","Mailed check","86.05","244.85","3","No","0"
"7878-JGDKK","Male","Month-to-month","Mailed check","44.55","220.75","4","No","0"
"1088-AUUZZ","Male","Two year","Credit card (automatic)","75.85","4261.2","56","No","0"
"6614-YWYSC","Male","Two year","Bank transfer (automatic)","25","1501.75","61","No","0"
"9588-OZDMQ","Female","Month-to-month","Electronic check","45","89.75","2","No","0"
"6476-EPYZR","Male","Month-to-month","Mailed check","20.5","255.5","12","No","0"
"1174-FGIFN","Female","One year","Electronic check","90.45","2509.25","28","No","0"
"6620-HVDUJ","Male","Month-to-month","Bank transfer (automatic)","60.45","1440.75","24","No","0"
"1032-MAELW","Female","One year","Electronic check","78.45","5333.35","68","No","0"
"7641-TQFHN","Male","Two year","Mailed check","100.55","3895.35","39","No","0"
"1552-TKMXS","Female","Month-to-month","Credit card (automatic)","20.35","869.9","42","No","0"
"8622-ZLFKO","Female","Month-to-month","Electronic check","90.75","512.25","6","No","0"
"6188-UXBBR","Female","One year","Credit card (automatic)","20.25","814.75","38","No","0"
"2333-KWEWW","Male","Two year","Credit card (automatic)","20.05","388.6","18","No","0"
"5702-SKUOB","Female","Month-to-month","Mailed check","19.6","93.45","4","No","0"
"1134-YWTYF","Male","Month-to-month","Electronic check","53.8","1389.85","27","No","0"
"6061-GWWAV","Male","One year","Mailed check","70.2","2894.55","41","No","0"
"0679-TDGAK","Male","One year","Electronic check","75.5","4025.6","50","No","0"
"6585-WCEWR","Male","Two year","Electronic check","20.35","1354.4","72","No","0"
"9067-YGSCA","Female","One year","Credit card (automatic)","26.05","1856.4","70","No","0"
"9067-SQTNS","Male","One year","Bank transfer (automatic)","20.6","926","44","No","0"
"1776-SPBWV","Female","One year","Bank transfer (automatic)","20.1","682.1","34","No","0"
"8735-SDUFN","Female","Two year","Bank transfer (automatic)","24.3","1778.7","72","No","0"
"9668-PUGNU","Male","Two year","Electronic check","24.5","1816.2","71","No","0"
"9405-GPBBG","Female","Two year","Credit card (automatic)","110.5","7069.25","64","No","0"
"1926-QUZNN","Female","Two year","Bank transfer (automatic)","25.25","1841.2","72","No","0"
"7016-NVRIC","Male","One year","Bank transfer (automatic)","90.1","2656.7","29","No","0"
"5829-NVSQN","Female","One year","Bank transfer (automatic)","68.75","1689.45","23","No","0"
"9565-AXSMR","Male","Two year","Mailed check","19.2","1054.75","52","No","0"
"8869-LIHMK","Female","Two year","Bank transfer (automatic)","115.1","7334.05","64","No","0"
"0447-RXSGD","Male","Month-to-month","Bank transfer (automatic)","99.65","2404.85","24","No","0"
"4927-WWOOZ","Male","Month-to-month","Electronic check","91.45","171.45","2","No","0"
"5788-YPOEG","Female","Two year","Mailed check","84.75","2839.45","34","No","0"
"0661-KBKPA","Male","One year","Mailed check","78.75","3942.45","53","No","0"
"9081-WWXKP","Female","Two year","Credit card (automatic)","20.25","873.4","47","No","0"
"0784-ZQJZX","Male","Two year","Credit card (automatic)","19.9","1529.65","72","No","0"
"3133-PZNSR","Male","Two year","Credit card (automatic)","97.75","6991.6","72","No","0"
"0722-SVSFK","Female","Month-to-month","Electronic check","100.4","715","7","No","0"
"3612-YVGSJ","Female","Two year","Credit card (automatic)","24.45","1681.6","71","No","0"
"9825-YCXWZ","Female","One year","Bank transfer (automatic)","101.1","4016.2","41","No","0"
"5397-NSKQG","Male","Two year","Credit card (automatic)","50.9","3281.65","67","No","0"
"8565-HBFNN","Male","One year","Credit card (automatic)","107.2","7317.1","69","No","0"
"2000-DHJUY","Female","Two year","Bank transfer (automatic)","92.2","6474.45","70","No","0"
"8670-ERCJH","Male","Two year","Bank transfer (automatic)","113.4","8164.1","72","No","0"
"7758-UJWYS","Male","Two year","Electronic check","40.55","1325.85","34","No","0"
"2050-ONYDQ","Female","Two year","Credit card (automatic)","26","1654.85","65","No","0"
"7055-JCGNI","Female","Two year","Credit card (automatic)","111.95","7795.95","70","No","0"
"0739-UUAJR","Female","Two year","Credit card (automatic)","53.8","3952.45","72","No","0"
"4826-DXMUP","Male","One year","Mailed check","72.1","2495.15","35","No","0"
"7285-KLOTR","Female","One year","Electronic check","78.85","876.75","12","No","0"
"0654-PQKDW","Female","One year","Bank transfer (automatic)","70.75","4263.45","62","No","0"
"7175-NTIXE","Female","Month-to-month","Credit card (automatic)","76.15","1992.95","25","No","0"
"7963-SHNDT","Female","Two year","Mailed check","39.1","1982.1","52","No","0"
"9796-BPKIW","Male","Month-to-month","Credit card (automatic)","69.95","562.7","8","No","0"
"0188-GWFLE","Male","Month-to-month","Mailed check","20.05","33.7","2","No","0"
"8129-GMVGI","Female","Two year","Mailed check","20.05","1090.1","56","No","0"
"2882-DDZPG","Female","Month-to-month","Bank transfer (automatic)","19.45","227.45","12","No","0"
"3547-LQRIK","Female","One year","Electronic check","26.9","1250.85","47","No","0"
"9137-NOQKA","Male","Month-to-month","Electronic check","19.2","37.2","2","No","0"
"5843-TTHGI","Female","Month-to-month","Mailed check","50","892.7","18","No","0"
"1849-RJYIG","Female","Month-to-month","Electronic check","60","487.75","8","No","0"
"8868-GAGIO","Male","Month-to-month","Mailed check","84.55","3713.95","45","No","0"
"4061-UKJWL","Male","Month-to-month","Mailed check","45.45","141.7","3","No","0"
"5380-XPJNZ","Female","One year","Mailed check","20.05","678.2","38","No","0"
"8263-QMNTJ","Male","Two year","Electronic check","115.55","8425.3","72","No","0"
"3230-JCNZS","Female","Two year","Credit card (automatic)","99","7061.65","71","No","0"
"0277-ORXQS","Male","Two year","Bank transfer (automatic)","50.55","3364.55","66","No","0"
"7996-BPXHY","Female","Two year","Bank transfer (automatic)","25","332.5","13","No","0"
"3227-WLKLI","Female","Two year","Bank transfer (automatic)","91.55","5963.95","65","No","0"
"2266-FUBDZ","Male","Two year","Mailed check","19.35","278.85","15","No","0"
"8237-ULIXL","Female","Two year","Credit card (automatic)","24.85","1871.85","72","No","0"
"8216-AZUUZ","Female","Two year","Electronic check","100.4","4303.65","42","No","0"
"9153-BTBVV","Female","Two year","Bank transfer (automatic)","25","1753","71","No","0"
"5186-PEIZU","Female","Month-to-month","Bank transfer (automatic)","19.25","617.65","35","No","0"
"1074-AMIOH","Female","Month-to-month","Bank transfer (automatic)","108.25","5935.1","53","No","0"
"4361-FEBGN","Male","Two year","Credit card (automatic)","20.15","982.95","48","No","0"
"7748-UMTRK","Female","Month-to-month","Electronic check","101.3","2974.5","30","No","0"
"0380-ZCSBI","Male","Month-to-month","Credit card (automatic)","20","198.7","10","No","0"
"7145-FEJWU","Female","Month-to-month","Electronic check","105.3","1275.65","12","No","0"
"6463-MVYRY","Female","Two year","Bank transfer (automatic)","69.85","4003","57","No","0"
"3969-JQABI","Female","Month-to-month","Credit card (automatic)","65.25","3791.6","58","No","0"
"9624-EGDEQ","Female","Two year","Mailed check","19.8","813.3","37","No","0"
"1051-EQPZR","Female","Month-to-month","Mailed check","19.6","780.25","44","No","0"
"5849-ASHZJ","Male","One year","Credit card (automatic)","20.05","552.9","27","No","0"
"5780-INQIK","Female","Month-to-month","Electronic check","49.4","408.25","8","No","0"
"4526-ZJJTM","Female","Month-to-month","Bank transfer (automatic)","88.4","2191.15","25","No","0"
"8384-FZBJK","Female","Month-to-month","Electronic check","100.6","5611.7","57","No","0"
"3750-RNQKR","Female","Month-to-month","Mailed check","19.45","246.25","12","No","0"
"0962-CQPWQ","Female","Two year","Bank transfer (automatic)","20.3","1296.15","62","No","0"
"3096-YXENJ","Female","Two year","Bank transfer (automatic)","107.65","7082.85","65","No","0"
"1265-BCFEO","Female","Two year","Bank transfer (automatic)","80.45","5662.25","71","No","0"
"5837-LXSDN","Female","One year","Credit card (automatic)","58.85","1215.45","21","No","0"
"5945-AZYHT","Male","One year","Electronic check","109.6","7854.15","71","No","0"
"8325-QRPZR","Female","Month-to-month","Electronic check","75.15","525","7","No","0"
"6384-VMJHP","Female","Two year","Credit card (automatic)","73","5265.2","72","No","0"
"2262-SLNVK","Female","Month-to-month","Electronic check","70.1","70.1","1","No","0"
"7730-CLDSV","Female","Two year","Bank transfer (automatic)","98.65","7129.45","72","No","0"
"1135-HIORI","Female","One year","Electronic check","111.45","7266.95","64","No","0"
"0164-APGRB","Female","Two year","Electronic check","114.9","8496.7","72","No","0"
"6481-ESCNL","Female","Month-to-month","Bank transfer (automatic)","100.55","2878.75","29","No","0"
"1790-NESIO","Female","Two year","Mailed check","20.4","261.3","13","No","0"
"1550-EENBN","Female","Month-to-month","Electronic check","104.35","3205.6","31","No","0"
"8198-RKSZG","Female","Month-to-month","Credit card (automatic)","80.45","1137.05","14","No","0"
"9297-EONCV","Female","Two year","Bank transfer (automatic)","91.35","6697.2","72","No","0"
"1069-QJOEE","Male","One year","Electronic check","19.9","505.45","25","No","0"
"7799-DSEWS","Male","Month-to-month","Electronic check","68.35","1299.8","18","No","0"
"8766-PAFNE","Male","Two year","Credit card (automatic)","79.1","5564.85","71","No","0"
"5315-CKEQK","Male","One year","Electronic check","51","1381.8","28","No","0"
"3130-ICDUP","Female","Month-to-month","Credit card (automatic)","80.55","188.1","2","No","0"
"0820-FNRNX","Male","Month-to-month","Mailed check","66.7","1077.05","17","No","0"
"0880-FVFWF","Male","Month-to-month","Electronic check","86.4","4922.4","56","No","0"
"4611-ANLQC","Female","One year","Electronic check","50.05","2911.5","60","No","0"
"4213-HKBJO","Female","Two year","Credit card (automatic)","25.7","826.1","33","No","0"
"2792-LSHWX","Female","Month-to-month","Mailed check","83.4","83.4","1","No","0"
"0014-BMAQU","Male","Two year","Credit card (automatic)","84.65","5377.8","63","No","0"
"9018-PCIOK","Female","Two year","Mailed check","64.75","3617.1","55","No","0"
"4837-QUSFT","Female","One year","Bank transfer (automatic)","100.15","6643.5","65","No","0"
"9953-ZMKSM","Male","Two year","Mailed check","25.25","1559.3","63","No","0"
"0907-HQNTS","Female","Two year","Credit card (automatic)","113","7987.6","70","No","0"
"7665-NKLAV","Female","Two year","Credit card (automatic)","40.65","1547.35","36","No","0"
"4391-LNRXK","Male","Month-to-month","Bank transfer (automatic)","94.95","2142.8","22","No","0"
"8250-ZNGGW","Female","Month-to-month","Credit card (automatic)","59.9","287.85","5","No","0"
"8562-GHPPI","Female","Month-to-month","Credit card (automatic)","19.8","19.8","1","No","0"
"5893-PYOLZ","Male","Two year","Credit card (automatic)","81.8","4534.45","56","No","0"
